"ID";"SEXE";"AGE";"SITCONJ";"RESNB";"RESISOL";"LOGAUTRE";"MASQUE";"TEMPS";"INQUIET";"VOISINS";"CONTROL";"AMIS";"FAMILLE";"POL";"DIPLONIV";"SITPROF_rec";"PCS_rec6";"REV";"POIDS_init"
970;"Une femme";52;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"Ni à gauche ni à droite";"Le baccalauréat";"En emploi";"Employé(e)s";"De 3000 euros à moins de 4000 euros par mois";0,631547229703204
971;"Une femme";68;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Ni plus ni moins";"Au centre";"Le baccalauréat";"Retraité(e)";"Professions intermédiaires";"De 1200 euros à moins de 1600 euros par mois";1,85163193434941
972;"Un homme";39;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Ni plus ni moins";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 2000 euros à moins de 2500 euros par mois";0,502765848622661
973;"Une femme";66;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Oui";"Oui";"Oui, une seule fois";"Plus souvent";"Ni plus ni moins";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 4000 euros à moins de 5000 euros par mois";0,832127990718591
974;"Une femme";74;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"A gauche";"Le baccalauréat";"Retraité(e)";"Professions intermédiaires";"De 1600 euros à moins de 2000 euros par mois";0,633009042436101
975;"Une femme";68;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"Retraité(e)";"Cadres et professions intellectuelles supérieures";"De 2000 euros à moins de 2500 euros par mois";2,01507625099211
976;"Une femme";52;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";0,206141606141521
977;"Une femme";34;"Oui";2;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Oui";"Oui";"Non, jamais";"Moins souvent";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,215329716439037
978;"Un homme";55;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Artisan(e)s, commerçant(e)s, chef(fe)s d'entreprise";"6000 euros par mois et plus";1,8541583342718
979;"Une femme";40;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,201869182276958
980;"Un homme";31;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Moins souvent";"Moins souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,795116201539564
981;"Une femme";33;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"En emploi";"Employé(e)s";"De 2000 euros à moins de 2500 euros par mois";0,526274347743109
982;"Une femme";54;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Oui, une seule fois";"Ni plus ni moins";"Plus souvent";"Ni à gauche ni à droite";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 4000 euros à moins de 5000 euros par mois";0,804398266186786
983;"Un homme";29;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Oui, une seule fois";"Moins souvent";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 3000 euros à moins de 4000 euros par mois";1,49930999590299
984;"Un homme";51;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Oui, une seule fois";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,66043283991607
985;"Une femme";39;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,327677727591551
986;"Une femme";59;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,404539144202283
987;"Un homme";26;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 4000 euros à moins de 5000 euros par mois";0,653048838560234
988;"Un homme";66;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Retraité(e)";"Cadres et professions intellectuelles supérieures";"De 4000 euros à moins de 5000 euros par mois";1,11119551336867
989;"Un homme";57;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Très à gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,695011489043029
990;"Une femme";35;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,201367878240618
991;"Une femme";58;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"A la recherche d'un emploi";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";0,206141606141521
992;"Une femme";59;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Dans une autre situation d'inactivité";"Employé(e)s";"De 5000 euros à moins de 6000 euros par mois";2,29228543796545
993;"Une femme";54;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Ni à gauche ni à droite";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"En emploi";"Artisan(e)s, commerçant(e)s, chef(fe)s d'entreprise";"De 2500 euros à moins de 3000 euros par mois";0,70646219264565
994;"Une femme";23;"Oui";2;"Non";"Oui, j'ai changé de logement";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Ni à gauche ni à droite";"Le baccalauréat";"En emploi";"Employé(e)s";"De 1200 euros à moins de 1600 euros par mois";0,509413662497986
995;"Une femme";70;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"Retraité(e)";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";1,47236346030317
996;"Une femme";25;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Au centre";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 1200 euros à moins de 1600 euros par mois";0,309687992331239
997;"Une femme";23;"Non";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";;"Ni plus ni moins";"A droite";"Le baccalauréat";"En études";;"De 2000 euros à moins de 2500 euros par mois";1,62975393270477
998;"Un homme";51;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"6000 euros par mois et plus";1,20083716619007
999;"Une femme";53;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";0,45307486928345
1000;"Un homme";66;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Oui, plusieurs fois";"Ni plus ni moins";"Plus souvent";"Ni à gauche ni à droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Agriculteurs, agricultrices";"De 3000 euros à moins de 4000 euros par mois";2,73205716450156
1001;"Une femme";63;"Non";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"Retraité(e)";"Professions intermédiaires";"De 2000 euros à moins de 2500 euros par mois";0,790466792028076
1002;"Une femme";42;"Non";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Ni à gauche ni à droite";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Employé(e)s";"De 800 euros à moins de 1200 euros par mois";0,575645407466264
1003;"Une femme";42;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Moins souvent";"Très à gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Femme ou homme au foyer";"Employé(e)s";"De 4000 euros à moins de 5000 euros par mois";0,576441559230446
1004;"Une femme";40;"Oui";5;"Non";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Moins souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";0,201367878240618
1005;"Une femme";23;"Oui";3;"Oui, autant que je voulais";"Oui, j'ai changé de logement";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Moins souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En apprentissage ou en stage";"Professions intermédiaires";"6000 euros par mois et plus";0,297037507658867
1006;"Une femme";48;"Oui";4;"Non";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Oui, plusieurs fois";"Plus souvent";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"En emploi";"Employé(e)s";"De 3000 euros à moins de 4000 euros par mois";0,568910827213722
1007;"Une femme";62;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"Retraité(e)";"Professions intermédiaires";"De 3000 euros à moins de 4000 euros par mois";0,571443176819993
1008;"Une femme";74;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"Ni à gauche ni à droite";"Aucun diplôme";"Retraité(e)";"Agriculteurs, agricultrices";"De 1600 euros à moins de 2000 euros par mois";2,38586288164773
1009;"Une femme";30;"Oui";1;"Oui, autant que je voulais";"Oui, j'ai changé de logement";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Oui, plusieurs fois";"Ni plus ni moins";"Ni plus ni moins";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Employé(e)s";"De 1600 euros à moins de 2000 euros par mois";1,47720566047265
1010;"Un homme";29;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Moins souvent";"Moins souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"A la recherche d'un emploi";"Employé(e)s";"De 2500 euros à moins de 3000 euros par mois";2,29003827786024
1011;"Une femme";61;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Femme ou homme au foyer";;"De 3000 euros à moins de 4000 euros par mois";1,19894613072517
1012;"Une femme";23;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"En emploi";"Employé(e)s";"De 3000 euros à moins de 4000 euros par mois";0,818508083637046
1013;"Un homme";45;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Moins souvent";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 5000 euros à moins de 6000 euros par mois";1,01142065648816
1014;"Une femme";24;"Oui";1;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En études";"Professions intermédiaires";"De 1200 euros à moins de 1600 euros par mois";1,80798659178591
1015;"Une femme";47;"Oui";2;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Non sélectionné";"Oui";"Oui, plusieurs fois";"Ni plus ni moins";"Plus souvent";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 4000 euros à moins de 5000 euros par mois";0,472727087926921
1016;"Une femme";42;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,250339590461996
1017;"Un homme";70;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Retraité(e)";"Employé(e)s";"De 5000 euros à moins de 6000 euros par mois";1,11119551336867
1018;"Un homme";24;"Oui";1;"Oui, autant que je voulais";"Oui, j'ai changé de logement";"Oui";"Oui, je manque un peu de temps libre";"Non sélectionné";"Non sélectionné";"Oui, plusieurs fois";"Ni plus ni moins";"Moins souvent";"Je ne me retrouve pas dans ces catégories";"Aucun diplôme";"En apprentissage ou en stage";"Professions intermédiaires";"6000 euros par mois et plus";4,24272327910982
1019;"Une femme";42;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Ni à gauche ni à droite";"Le baccalauréat";"En emploi";"Ouvrier(e)s";"De 1200 euros à moins de 1600 euros par mois";0,419439737274425
1020;"Une femme";52;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,404539144202283
1021;"Un homme";55;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"Très à gauche";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"En emploi";"Artisan(e)s, commerçant(e)s, chef(fe)s d'entreprise";"De 1600 euros à moins de 2000 euros par mois";5,41363529858719
1022;"Une femme";22;"Non";1;"Oui, mais pas autant que je voulais";"Oui, j'ai changé de logement";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Moins souvent";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En études";"Professions intermédiaires";"De 4000 euros à moins de 5000 euros par mois";0,720158850924527
1023;"Une femme";45;"Oui";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Non sélectionné";"Oui";"Oui, une seule fois";"Moins souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,201367878240618
1024;"Un homme";48;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"A gauche";"Le baccalauréat";"En emploi";"Ouvrier(e)s";"De 1200 euros à moins de 1600 euros par mois";1,65830878369482
1025;"Une femme";40;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Employé(e)s";"De 1200 euros à moins de 1600 euros par mois";0,568910827213722
1026;"Une femme";60;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Ni plus ni moins";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Dans une autre situation d'inactivité";"Professions intermédiaires";"De 5000 euros à moins de 6000 euros par mois";1,57836266813885
1027;"Une femme";47;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Oui, une seule fois";"Plus souvent";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"A la recherche d'un emploi";"Cadres et professions intellectuelles supérieures";"Moins de 800 euros par mois";0,242255026708056
1028;"Une femme";30;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Artisan(e)s, commerçant(e)s, chef(fe)s d'entreprise";"De 1200 euros à moins de 1600 euros par mois";0,299744273582061
1029;"Une femme";53;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"En emploi";"Employé(e)s";"De 2500 euros à moins de 3000 euros par mois";1,34912304961947
1030;"Une femme";43;"Oui";5;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Ni à gauche ni à droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"6000 euros par mois et plus";0,292585155436245
1031;"Une femme";46;"Oui";4;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";0,190921850644761
